R0, 0 , # AKT2_[PI]_i+_PI_[PH]
R1, 1 , # AKT2_[PI]_i-_PI_[PH]
R2, 0 , # AKT2_p+_PPM1G_[(AKT2)]
R3, 0 , # AKT2_p+_TSC2_[(Ser1130)]
R4, 0 , # AKT2_p+_TSC2_[(Ser939)]
R5, 0 , # AKT2_p+_TSC2_[(Ser981)]
R6, 0 , # AKT2_p+_TSC2_[(Thr1462)]
R7, 0 , # GTP_gef_RHEB_[(G)]
R8, 0 , # INPP4B_p-_PI_[(4)]
R9, 0 , # IRS_[pY]_ppi+_PI3K_[SH2]
R10, 1 , # IRS_[pY]_ppi-_PI3K_[SH2]
R11, 0 , # PDK1_p+_AKT2_[(T309)]
R12, 0 , # PI3K_p+_PI_[(3)]
R13, 1 , # PI4K3alpha_p+_PI_[(4)]
R14, 1 , # PIPK1alpha_p+_PI_[(5)]
R15, 0 , # PIPP_p-_PI_[(5)]
R16, 1 , # PPM1G_p-_EIF4EBP1_[(Ser65)]
R17, 1 , # PPM1G_p-_EIF4EBP1_[(Thr37)]
R18, 1 , # PPM1G_p-_EIF4EBP1_[(Thr46)]
R19, 1 , # PPM1G_p-_EIF4EBP1_[(Thr70)]
R20, 1 , # PTEN_p-_PI_[(3)]
R21, 0 , # RHEB_[switch1DSYDPTIEN]_ppi+_mTOR_[FATfα2fα3]
R22, 1 , # RHEB_[switch1DSYDPTIEN]_ppi-_mTOR_[FATfα2fα3]
R23, 0 , # RHEB_[switch1]_ppi+_mTOR_[Mheatmα2mα3mα4]
R24, 1 , # RHEB_[switch1]_ppi-_mTOR_[Mheatmα2mα3mα4]
R25, 0 , # RHEB_[switch2GQDEYSIFPQTYSIDIN]_ppi+_mTOR_[Nheatnα3tonα7]
R26, 1 , # RHEB_[switch2GQDEYSIFPQTYSIDIN]_ppi-_mTOR_[Nheatnα3tonα7]
R27, 0 , # RTK_p+_IRS_[(RTK)]
R28, 1 , # RTK_p-_IRS_[(RTK)]
R29, 1 , # SAC1M1L_p-_PI_[(4)]
R30, 1 , # SYNJ2_p-_PI_[(5)]
R31, 1 , # TSC1_[Cterminus]_ppi+_TSC2_[Nterminus]
R32, 0 , # TSC1_[Cterminus]_ppi-_TSC2_[Nterminus]
R33, 1 , # TSC2_gap_RHEB_[(G)]
R34, 0 , # [Output]
R35, 1 , # eIF4E_[A001]_ppi+_EIF4EBP1_[A001]
R36, 0 , # eIF4E_[A001]_ppi+_eIF4G_[A002]
R37, 0 , # eIF4E_[A001]_ppi-_EIF4EBP1_[A001]
R38, 1 , # eIF4E_[A001]_ppi-_eIF4G_[A002]
R39, 0 , # mTORC1_p+_EIF4EBP1_[(Ser65)]
R40, 0 , # mTORC1_p+_EIF4EBP1_[(Thr37)]
R41, 0 , # mTORC1_p+_EIF4EBP1_[(Thr46)]
R42, 0 , # mTORC1_p+_EIF4EBP1_[(Thr70)]
R43, 0 , # mTORC2_p+_AKT2_[(S474)]
R44, 1 , # mTOR_[Raptor]_ppi+_Raptor_[mTOR]
R45, 0 , # mitogen_[EGFR]_ppi+_EGFR_[mitogen]
R46, 1 , # mitogen_[EGFR]_ppi-_EGFR_[mitogen]
R47, 1 , # nk_p-_TSC2_[(Ser1130)]
R48, 1 , # nk_p-_TSC2_[(Ser939)]
R49, 1 , # nk_p-_TSC2_[(Ser981)]
R50, 1 , # nk_p-_TSC2_[(Thr1462)]
R51, 1 , # nn_p-_AKT2_[(S474)]
R52, 1 , # nn_p-_AKT2_[(T309)]
R53, 1 , # un_p-_PPM1G_[(AKT2)]
S0, 1 , # AKT2_[(S474)]-{0}
S1, 0 , # AKT2_[(S474)]-{p}
S2, 1 , # AKT2_[(T309)]-{0}
S3, 0 , # AKT2_[(T309)]-{p}
S4, 1 , # AKT2_[PI]--0
S5, 0 , # AKT2_[PI]--PI_[PH]
S6, 1 , # EGFR_[mitogen]--0
S7, 0 , # EGFR_[mitogen]--mitogen_[EGFR]
S8, 1 , # EIF4EBP1_[(Ser65)]-{0}
S9, 0 , # EIF4EBP1_[(Ser65)]-{p}
S10, 1 , # EIF4EBP1_[(Thr37)]-{0}
S11, 0 , # EIF4EBP1_[(Thr37)]-{p}
S12, 1 , # EIF4EBP1_[(Thr46)]-{0}
S13, 0 , # EIF4EBP1_[(Thr46)]-{p}
S14, 1 , # EIF4EBP1_[(Thr70)]-{0}
S15, 0 , # EIF4EBP1_[(Thr70)]-{p}
S16, 0 , # EIF4EBP1_[A001]--0
S17, 1 , # EIF4EBP1_[A001]--eIF4E_[A001]
S18, 1 , # GTP
S19, 1 , # INPP4B
S20, 1 , # IRS_[(RTK)]-{0}
S21, 0 , # IRS_[(RTK)]-{p}
S22, 1 , # IRS_[pY]--0
S23, 0 , # IRS_[pY]--PI3K_[SH2]
S24, 1 , # PDK1
S25, 1 , # PI3K_[SH2]--0
S26, 1 , # PI4K3alpha
S27, 1 , # PIPK1alpha
S28, 1 , # PIPP
S29, 1 , # PI_[(3)]-{0}
S30, 0 , # PI_[(3)]-{p}
S31, 1 , # PI_[(4)]-{0}
S32, 1 , # PI_[(4)]-{p}
S33, 1 , # PI_[(5)]-{0}
S34, 1 , # PI_[(5)]-{p}
S35, 1 , # PI_[PH]--0
S36, 1 , # PPM1G_[(AKT2)]-{0}
S37, 0 , # PPM1G_[(AKT2)]-{p}
S38, 1 , # PTEN
S39, 1 , # RHEB_[(G)]-{0}
S40, 0 , # RHEB_[(G)]-{gtp}
S41, 1 , # RHEB_[switch1DSYDPTIEN]--0
S42, 0 , # RHEB_[switch1DSYDPTIEN]--mTOR_[FATfα2fα3]
S43, 1 , # RHEB_[switch1]--0
S44, 0 , # RHEB_[switch1]--mTOR_[Mheatmα2mα3mα4]
S45, 1 , # RHEB_[switch2GQDEYSIFPQTYSIDIN]--0
S46, 0 , # RHEB_[switch2GQDEYSIFPQTYSIDIN]--mTOR_[Nheatnα3tonα7]
S47, 1 , # RTK
S48, 0 , # Raptor_[mTOR]--0
S49, 1 , # Raptor_[mTOR]--mTOR_[Raptor]
S50, 1 , # SAC1M1L
S51, 1 , # SYNJ2
S52, 0 , # TSC1_[Cterminus]--0
S53, 1 , # TSC1_[Cterminus]--TSC2_[Nterminus]
S54, 1 , # TSC2_[(Ser1130)]-{0}
S55, 0 , # TSC2_[(Ser1130)]-{p}
S56, 1 , # TSC2_[(Ser939)]-{0}
S57, 0 , # TSC2_[(Ser939)]-{p}
S58, 1 , # TSC2_[(Ser981)]-{0}
S59, 0 , # TSC2_[(Ser981)]-{p}
S60, 1 , # TSC2_[(Thr1462)]-{0}
S61, 0 , # TSC2_[(Thr1462)]-{p}
S62, 0 , # TSC2_[Nterminus]--0
S63, 1 , # [EGFR]
S64, 1 , # [EIF4EBP1]
S65, 1 , # [Raptor]
S66, 0 , # [activatedEGFR]
S67, 0 , # [activatedPI3K]
S68, 1 , # [eIF4E]
S69, 1 , # [eIF4G]
S70, 1 , # [mTOR]
S71, 1 , # [mitogen]
S72, 1 , # eIF4E_[A001]--0
S73, 0 , # eIF4E_[A001]--eIF4G_[A002]
S74, 1 , # eIF4G_[A002]--0
S75, 1 , # mTORC1
S76, 1 , # mTORC2
S77, 1 , # mTOR_[FATfα2fα3]--0
S78, 1 , # mTOR_[Mheatmα2mα3mα4]--0
S79, 1 , # mTOR_[Nheatnα3tonα7]--0
S80, 0 , # mTOR_[Raptor]--0
S81, 1 , # mitogen_[EGFR]--0
S82, 1 , # nk
S83, 1 , # nn
S84, 1 , # un
